trip_id,customer_id,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_type,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,gps_enabled,complaint_raised,trip_year,trip_month,trip_weekday,delay_minutes,is_delayed,net_revenue_inr,age_group
TRP002633,CUST00426,Female,20.0,Hyderabad,RTHY035,LB Nagar - HITEC City,LB Nagar,HITEC City,Premium AC,2024-08-21,17:10,17:11,17:55,17:56,14.0,241.0,0.0,Net Banking,Corporate Portal,Completed,,2.0,21.1,Fog,True,Corporate Plan,True,False,2024,8,Wednesday,1.0,False,241.0,18-25
TRP001059,CUST00916,Female,19.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,Premium AC,2024-09-17,17:45,17:45,18:14,18:14,9.3,149.0,0.0,UPI,Corporate Portal,Completed,,4.0,43.9,Cloudy,False,Corporate Plan,True,False,2024,9,Tuesday,0.0,False,149.0,18-25
TRP003021,CUST00654,Female,33.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,AC Seater,2024-12-06,09:50,09:50,11:11,11:11,37.6,340.0,0.0,Debit Card,Mobile App,Completed,,,85.8,Clear,True,Weekly Pass,False,False,2024,12,Friday,0.0,False,340.0,26-35
TRP002875,CUST00573,Female,32.0,Chennai,RTCH046,OMR - T Nagar,OMR,T Nagar,Premium AC,2024-01-31,10:40,10:37,11:49,11:46,32.0,467.0,0.0,Debit Card,Mobile App,Completed,,4.0,53.8,Rain,True,Single Ride,True,False,2024,1,Wednesday,-3.0,False,467.0,26-35
TRP000780,CUST00345,Female,29.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,AC Seater,2024-10-30,19:10,19:18,19:55,20:03,18.2,242.0,0.0,UPI,Website,Completed,,4.0,63.0,Clear,True,Single Ride,True,True,2024,10,Wednesday,8.0,True,242.0,26-35
TRP001546,CUST00823,Female,25.0,Hyderabad,RTHY034,Gachibowli - HITEC City,Gachibowli,HITEC City,Premium AC,2024-03-13,20:40,20:49,21:23,21:32,20.6,364.0,0.0,Net Banking,Corporate Portal,Completed,,5.0,34.6,Haze,False,Monthly Pass,True,False,2024,3,Wednesday,9.0,True,364.0,18-25
TRP001145,CUST00460,Male,28.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,AC Sleeper,2024-01-31,21:45,21:45,22:12,22:12,9.3,104.0,28.0,Wallet,Mobile App,Completed,,5.0,24.8,Rain,False,Weekly Pass,True,True,2024,1,Wednesday,0.0,False,76.0,26-35
TRP001463,CUST01102,Female,26.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,Premium AC,2024-10-12,11:15,11:15,12:03,,20.9,388.0,0.0,Net Banking,Website,No-show,Customer Request,,62.1,Clear,False,Corporate Plan,True,False,2024,10,Saturday,0.0,False,388.0,26-35
TRP000356,CUST00452,Other,30.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Premium AC,2024-10-12,20:10,20:10,20:37,20:37,9.2,123.0,0.0,UPI,Kiosk,Completed,,5.0,72.7,Heavy Rain,False,Monthly Pass,True,False,2024,10,Saturday,0.0,False,123.0,26-35
TRP002389,CUST00811,Female,24.0,Hyderabad,RTHY038,HITEC City - Kondapur,HITEC City,Kondapur,AC Seater,2024-07-24,07:00,06:58,07:26,07:24,14.1,159.0,0.0,Net Banking,Mobile App,Completed,,3.0,87.6,Haze,True,Monthly Pass,True,False,2024,7,Wednesday,-2.0,False,159.0,18-25
TRP000803,CUST00980,Female,36.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,AC Sleeper,2024-11-24,15:10,15:19,15:32,15:41,10.7,126.0,0.0,Net Banking,Corporate Portal,Completed,,3.0,68.2,Fog,False,Weekly Pass,True,False,2024,11,Sunday,9.0,True,126.0,36-45
TRP001743,CUST01400,Male,25.0,Hyderabad,RTHY034,Gachibowli - HITEC City,Gachibowli,HITEC City,AC Sleeper,2024-04-17,11:10,11:10,12:07,12:07,20.6,301.0,0.0,Wallet,Corporate Portal,Completed,,3.0,54.5,Heavy Rain,False,Single Ride,True,False,2024,4,Wednesday,0.0,False,301.0,18-25
TRP000033,CUST00084,Female,18.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,Non-AC Seater,2024-08-14,20:35,20:35,21:53,21:53,32.7,423.0,0.0,Cash,Mobile App,Completed,,5.0,86.0,Heavy Rain,True,Monthly Pass,True,False,2024,8,Wednesday,0.0,False,423.0,18-25
TRP002269,CUST00205,Female,22.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,Non-AC Seater,2024-04-06,21:00,21:47,22:42,23:29,35.1,463.0,51.0,Debit Card,Mobile App,Delayed-Completed,,3.0,96.5,Clear,False,Monthly Pass,True,True,2024,4,Saturday,47.0,True,412.0,18-25
TRP001371,CUST00378,Male,31.0,Delhi NCR,RTDE052,Rohini - Faridabad,Rohini,Faridabad,Non-AC Seater,2024-03-25,08:55,09:42,10:04,10:51,31.0,356.0,24.0,Cash,Corporate Portal,Delayed-Completed,,3.0,75.7,Fog,False,Weekly Pass,True,False,2024,3,Monday,47.0,True,332.0,26-35
TRP002284,CUST01230,Female,39.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-11-24,06:45,06:45,07:14,07:14,10.7,164.0,16.0,Cash,Corporate Portal,Completed,,5.0,63.6,Fog,False,Monthly Pass,False,False,2024,11,Sunday,0.0,False,148.0,36-45
TRP001953,CUST00215,Male,51.0,Pune,RTPU018,Kharadi - Magarpatta,Kharadi,Magarpatta,Premium AC,2024-07-28,20:20,20:32,22:15,22:27,40.7,532.0,0.0,Cash,Kiosk,Completed,,5.0,63.0,Heavy Rain,False,Monthly Pass,True,False,2024,7,Sunday,12.0,True,532.0,46-60
TRP002155,CUST01327,Male,21.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,AC Sleeper,2024-10-21,16:05,16:07,17:44,17:46,29.8,339.0,0.0,Wallet,Website,Completed,,1.0,72.2,Fog,False,Single Ride,True,False,2024,10,Monday,2.0,False,339.0,18-25
TRP000017,CUST00281,Female,35.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,AC Seater,2024-09-22,15:25,,16:51,,41.8,,99.0,,Kiosk,Cancelled,Traffic/Weather,,,Fog,False,Monthly Pass,True,False,2024,9,Sunday,,False,,26-35
TRP000405,CUST00281,Female,35.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,Premium AC,2024-10-06,08:35,08:35,09:00,09:00,12.9,184.0,0.0,Debit Card,Kiosk,Completed,,4.0,57.3,Fog,False,Weekly Pass,True,False,2024,10,Sunday,0.0,False,184.0,26-35
TRP002093,CUST00125,Female,39.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,AC Seater,2024-02-26,20:55,20:54,22:38,22:37,33.5,450.0,123.0,Cash,Kiosk,Completed,,,22.4,Fog,True,Monthly Pass,False,False,2024,2,Monday,-1.0,False,327.0,36-45
TRP000019,CUST01084,Male,30.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Seater,2024-04-21,12:20,12:30,13:24,13:34,22.1,271.0,0.0,Wallet,Mobile App,Delayed-Completed,,,33.2,Cloudy,False,Monthly Pass,True,False,2024,4,Sunday,10.0,True,271.0,26-35
TRP001797,CUST00825,Female,29.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Non-AC Seater,2024-05-23,11:55,11:58,12:55,12:58,22.3,199.0,0.0,UPI,Corporate Portal,Completed,,5.0,91.3,Rain,False,Corporate Plan,True,False,2024,5,Thursday,3.0,False,199.0,26-35
TRP001676,CUST00587,Other,26.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,AC Seater,2024-09-21,21:00,21:15,22:14,22:29,37.6,366.0,95.0,Wallet,Corporate Portal,Delayed-Completed,,3.0,56.1,Haze,False,Corporate Plan,True,False,2024,9,Saturday,15.0,True,271.0,26-35
TRP001783,CUST00520,Male,37.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,Non-AC Seater,2024-05-27,07:05,,08:16,,32.5,,103.0,,Website,Cancelled,Driver Unavailable,,,Rain,True,Weekly Pass,True,False,2024,5,Monday,,False,,36-45
TRP000312,CUST01070,Male,35.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Sleeper,2024-07-16,07:00,07:53,07:58,08:51,24.5,299.0,0.0,Wallet,Kiosk,Delayed-Completed,,4.0,16.0,Heavy Rain,True,Weekly Pass,True,False,2024,7,Tuesday,53.0,True,299.0,26-35
TRP000154,CUST01059,Female,30.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,AC Sleeper,2024-12-03,21:10,21:10,22:17,22:17,27.7,352.0,59.0,Net Banking,Corporate Portal,Completed,,3.0,42.4,Rain,False,Monthly Pass,True,False,2024,12,Tuesday,0.0,False,293.0,26-35
TRP002248,CUST00756,Female,25.0,Delhi NCR,RTDE051,Vasant Kunj - Saket,Vasant Kunj,Saket,AC Sleeper,2024-03-05,14:05,14:13,15:11,15:19,25.7,365.0,0.0,Cash,Kiosk,Completed,,4.0,68.9,Fog,False,Single Ride,True,False,2024,3,Tuesday,8.0,True,365.0,18-25
TRP003106,CUST01343,Male,44.0,Pune,RTPU012,Aundh - Magarpatta,Aundh,Magarpatta,Premium AC,2024-10-17,13:55,,15:13,,27.6,,92.0,,Website,Cancelled,Customer Request,,,Clear,False,Weekly Pass,True,False,2024,10,Thursday,,False,,36-45
TRP002500,CUST00207,Male,32.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,Non-AC Seater,2024-11-09,10:45,,11:40,,17.8,,0.0,,Mobile App,Cancelled,Payment Failed,,,Rain,False,Corporate Plan,True,False,2024,11,Saturday,,False,,26-35
TRP001519,CUST01303,Female,21.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Non-AC Seater,2024-06-14,15:55,15:55,17:02,,31.3,414.0,89.0,UPI,Mobile App,No-show,Payment Failed,,79.1,Clear,False,Weekly Pass,True,False,2024,6,Friday,0.0,False,325.0,18-25
TRP000807,CUST01326,Female,33.0,Pune,RTPU011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,AC Sleeper,2024-02-04,15:05,15:02,16:53,16:50,39.5,604.0,0.0,Debit Card,Corporate Portal,Completed,,5.0,86.6,Fog,False,Weekly Pass,True,False,2024,2,Sunday,-3.0,False,604.0,26-35
TRP003008,CUST01396,Other,32.0,Hyderabad,RTHY035,LB Nagar - HITEC City,LB Nagar,HITEC City,Non-AC Seater,2024-03-15,10:25,10:25,10:53,10:53,14.0,190.0,0.0,Net Banking,Website,Completed,,,86.0,Haze,True,Corporate Plan,True,False,2024,3,Friday,0.0,False,190.0,26-35
TRP003127,CUST00205,Female,22.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,AC Seater,2024-03-08,17:45,17:45,18:57,,22.3,247.0,0.0,Debit Card,Corporate Portal,No-show,Customer Request,,23.8,Fog,True,Corporate Plan,True,False,2024,3,Friday,0.0,False,247.0,18-25
TRP000813,CUST01387,Male,21.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,AC Sleeper,2024-01-09,12:05,12:49,14:03,14:47,41.7,492.0,0.0,Debit Card,Kiosk,Delayed-Completed,,5.0,92.2,Heavy Rain,False,Weekly Pass,True,False,2024,1,Tuesday,44.0,True,492.0,18-25
TRP002479,CUST01308,Male,31.0,Hyderabad,RTHY040,Uppal - Gachibowli,Uppal,Gachibowli,Premium AC,2024-08-10,19:20,19:18,19:46,19:44,9.1,123.0,0.0,Wallet,Website,Completed,,5.0,19.7,Haze,False,Corporate Plan,True,False,2024,8,Saturday,-2.0,False,123.0,26-35
TRP000111,CUST00671,Male,27.0,Mumbai,RTMU008,Thane West - Mulund,Thane West,Mulund,Premium AC,2024-03-11,18:20,18:26,19:24,19:30,23.5,450.0,0.0,Wallet,Corporate Portal,Completed,,3.0,83.8,Cloudy,True,Single Ride,True,False,2024,3,Monday,6.0,True,450.0,26-35
TRP001543,CUST00170,Male,36.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Seater,2024-07-15,09:05,09:58,09:28,10:21,10.9,95.0,0.0,Cash,Corporate Portal,Delayed-Completed,,4.0,95.0,Rain,True,Corporate Plan,True,False,2024,7,Monday,53.0,True,95.0,36-45
TRP003154,CUST01276,Female,31.0,Bangalore,RTBA022,HSR Layout - Bannerghatta Road,HSR Layout,Bannerghatta Road,Non-AC Seater,2024-09-13,22:25,22:30,00:38,00:43,40.7,387.0,0.0,Cash,Kiosk,Completed,,4.0,24.0,Fog,False,Single Ride,True,True,2024,9,Friday,5.0,False,387.0,26-35
TRP001716,CUST00501,Male,20.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,Non-AC Seater,2024-10-02,19:30,19:30,20:08,20:08,16.0,151.0,0.0,Debit Card,Website,Completed,,5.0,99.2,Haze,False,Weekly Pass,True,False,2024,10,Wednesday,0.0,False,151.0,18-25
TRP001236,CUST00094,Female,22.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Seater,2024-03-08,18:25,,19:14,,22.1,,0.0,,Corporate Portal,Cancelled,Payment Failed,,,Heavy Rain,True,Weekly Pass,True,False,2024,3,Friday,,False,,18-25
TRP002265,CUST00428,Female,35.0,Hyderabad,RTHY035,LB Nagar - HITEC City,LB Nagar,HITEC City,Premium AC,2024-12-16,19:20,19:20,19:57,19:57,14.0,200.0,53.0,Wallet,Website,Completed,,4.0,27.9,Rain,True,Monthly Pass,True,False,2024,12,Monday,0.0,False,147.0,26-35
TRP001277,CUST00391,Female,18.0,Mumbai,RTMU003,Andheri East - Powai,Andheri East,Powai,AC Sleeper,2024-06-08,18:05,18:05,18:50,18:50,22.8,243.0,0.0,Debit Card,Mobile App,Completed,,5.0,91.4,Fog,False,Weekly Pass,True,False,2024,6,Saturday,0.0,False,243.0,18-25
TRP002163,CUST00454,Female,18.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,AC Seater,2024-12-28,19:30,19:36,20:02,20:08,10.3,105.0,0.0,UPI,Mobile App,Completed,,2.0,68.6,Heavy Rain,False,Monthly Pass,True,False,2024,12,Saturday,6.0,True,105.0,18-25
TRP001431,CUST01064,Male,29.0,Mumbai,RTMU010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,AC Seater,2024-08-29,22:35,22:35,23:30,23:30,28.6,315.0,0.0,Wallet,Kiosk,Completed,,5.0,58.1,Rain,False,Single Ride,False,False,2024,8,Thursday,0.0,False,315.0,26-35
TRP000170,CUST00211,Female,34.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Non-AC Seater,2024-12-16,18:25,,19:31,,22.3,,84.0,,Website,Cancelled,Bus Breakdown,,,Haze,True,Monthly Pass,True,False,2024,12,Monday,,False,,26-35
TRP001992,CUST00659,Female,33.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,AC Seater,2024-10-15,08:30,08:30,09:28,09:28,31.3,401.0,0.0,Cash,Website,Completed,,3.0,16.4,Cloudy,False,Weekly Pass,True,False,2024,10,Tuesday,0.0,False,401.0,26-35
TRP001412,CUST00625,Female,23.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,Non-AC Seater,2024-03-31,14:10,14:13,15:12,15:15,25.9,224.0,0.0,Net Banking,Kiosk,Completed,,3.0,80.5,Haze,False,Single Ride,True,False,2024,3,Sunday,3.0,False,224.0,18-25
TRP002304,CUST01127,Male,37.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Sleeper,2024-11-18,06:45,06:45,07:44,07:44,24.5,366.0,0.0,Wallet,Corporate Portal,Completed,,4.0,30.7,Haze,False,Weekly Pass,False,False,2024,11,Monday,0.0,False,366.0,36-45
TRP002239,CUST00024,Female,31.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,AC Sleeper,2024-01-25,22:25,,00:08,,33.4,,0.0,,Website,Cancelled,Payment Failed,,,Fog,False,Corporate Plan,True,False,2024,1,Thursday,,False,,26-35
TRP001881,CUST00215,Male,51.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-04-15,08:45,08:45,09:40,09:40,20.5,393.0,89.0,Net Banking,Kiosk,Completed,,5.0,47.8,Haze,False,Single Ride,True,False,2024,4,Monday,0.0,False,304.0,46-60
TRP000146,CUST00429,Female,33.0,Delhi NCR,RTDE056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,AC Sleeper,2024-10-14,21:25,21:25,21:40,21:40,8.3,90.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,99.4,Heavy Rain,False,Corporate Plan,True,False,2024,10,Monday,0.0,False,90.0,26-35
TRP002106,CUST00153,Other,38.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Non-AC Seater,2024-11-11,08:25,08:26,09:56,09:57,39.4,373.0,0.0,Cash,Corporate Portal,Completed,,4.0,84.3,Rain,False,Monthly Pass,True,False,2024,11,Monday,1.0,False,373.0,36-45
TRP001341,CUST00951,Male,25.0,Hyderabad,RTHY031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,AC Sleeper,2024-07-21,18:05,18:05,19:45,19:45,38.9,608.0,97.0,Debit Card,Mobile App,Completed,,,84.7,Rain,False,Weekly Pass,True,False,2024,7,Sunday,0.0,False,511.0,18-25
TRP001814,CUST00361,Female,47.0,Delhi NCR,RTDE058,Faridabad - Saket,Faridabad,Saket,AC Sleeper,2024-10-31,09:00,09:50,09:48,10:38,22.0,370.0,0.0,Debit Card,Website,Delayed-Completed,,4.0,18.7,Cloudy,True,Weekly Pass,True,False,2024,10,Thursday,50.0,True,370.0,46-60
TRP001542,CUST00794,Male,32.0,Delhi NCR,RTDE051,Vasant Kunj - Saket,Vasant Kunj,Saket,Non-AC Seater,2024-09-10,10:50,11:03,11:46,11:59,25.7,327.0,0.0,Credit Card,Mobile App,Delayed-Completed,,5.0,74.7,Heavy Rain,True,Corporate Plan,True,False,2024,9,Tuesday,13.0,True,327.0,26-35
TRP002569,CUST00744,Male,35.0,Mumbai,RTMU009,Thane West - Vashi,Thane West,Vashi,AC Seater,2024-11-06,17:10,17:10,18:15,18:15,34.8,288.0,0.0,Cash,Website,Completed,,3.0,77.6,Cloudy,True,Weekly Pass,True,False,2024,11,Wednesday,0.0,False,288.0,26-35
TRP002779,CUST01240,Female,34.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,AC Sleeper,2024-11-05,10:55,10:55,11:36,11:36,17.8,225.0,0.0,Debit Card,Corporate Portal,Completed,,4.0,94.5,Heavy Rain,False,Corporate Plan,True,False,2024,11,Tuesday,0.0,False,225.0,26-35
TRP000135,CUST00964,Female,35.0,Delhi NCR,RTDE058,Faridabad - Saket,Faridabad,Saket,Non-AC Seater,2024-05-30,11:25,11:25,12:35,12:35,22.0,243.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,58.4,Heavy Rain,False,Corporate Plan,True,False,2024,5,Thursday,0.0,False,243.0,26-35
TRP001745,CUST00022,Female,32.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Sleeper,2024-07-03,12:25,12:31,12:48,12:54,10.9,184.0,0.0,Cash,Mobile App,Completed,,5.0,42.9,Cloudy,False,Weekly Pass,True,False,2024,7,Wednesday,6.0,True,184.0,26-35
TRP002159,CUST00143,Other,23.0,Mumbai,RTMU009,Thane West - Vashi,Thane West,Vashi,AC Sleeper,2024-06-05,17:20,17:20,19:01,19:01,34.8,539.0,0.0,Credit Card,Kiosk,Completed,,4.0,76.1,Cloudy,True,Corporate Plan,True,False,2024,6,Wednesday,0.0,False,539.0,18-25
TRP001467,CUST00609,Female,19.0,Pune,RTPU012,Aundh - Magarpatta,Aundh,Magarpatta,AC Sleeper,2024-01-03,19:40,19:37,20:39,20:36,27.6,440.0,0.0,Credit Card,Mobile App,Completed,,3.0,56.8,Cloudy,False,Monthly Pass,True,False,2024,1,Wednesday,-3.0,False,440.0,18-25
TRP001804,CUST01370,Male,37.0,Chennai,RTCH047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,Non-AC Seater,2024-10-04,09:40,09:52,10:32,10:44,24.1,241.0,0.0,Cash,Kiosk,Completed,,5.0,48.7,Heavy Rain,True,Weekly Pass,True,False,2024,10,Friday,12.0,True,241.0,36-45
TRP000988,CUST01132,Male,19.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,AC Seater,2024-06-01,09:30,,10:32,,20.9,,0.0,,Kiosk,Cancelled,Driver Unavailable,,,Haze,False,Monthly Pass,True,False,2024,6,Saturday,,False,,18-25
TRP001413,CUST00076,Female,23.0,Chennai,RTCH047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,AC Seater,2024-10-13,19:35,19:41,20:23,20:29,24.1,248.0,0.0,Debit Card,Mobile App,Completed,,2.0,37.6,Cloudy,False,Single Ride,True,True,2024,10,Sunday,6.0,True,248.0,18-25
TRP002108,CUST01174,Male,38.0,Chennai,RTCH046,OMR - T Nagar,OMR,T Nagar,Premium AC,2024-03-25,16:20,16:16,17:47,17:43,32.0,488.0,0.0,Wallet,Mobile App,Completed,,5.0,78.9,Clear,False,Corporate Plan,True,False,2024,3,Monday,-4.0,False,488.0,36-45
TRP000691,CUST00285,Male,40.0,Delhi NCR,RTDE055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,AC Seater,2024-09-25,18:05,18:10,18:25,18:30,8.4,107.0,27.0,Net Banking,Website,Completed,,2.0,92.1,Fog,False,Corporate Plan,True,False,2024,9,Wednesday,5.0,False,80.0,36-45
TRP000156,CUST00767,Female,30.0,Mumbai,RTMU010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,AC Sleeper,2024-01-03,10:40,10:42,11:42,11:44,28.6,314.0,76.0,Credit Card,Kiosk,Completed,,3.0,79.9,Heavy Rain,True,Corporate Plan,True,False,2024,1,Wednesday,2.0,False,238.0,26-35
TRP000843,CUST00365,Male,36.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,Premium AC,2024-03-21,17:25,17:34,18:42,18:51,37.6,697.0,177.0,Net Banking,Mobile App,Completed,,2.0,26.8,Heavy Rain,True,Weekly Pass,True,False,2024,3,Thursday,9.0,True,520.0,36-45
TRP001550,CUST00974,Female,39.0,Bangalore,RTBA030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,AC Sleeper,2024-11-27,17:55,17:51,18:17,18:13,10.1,126.0,0.0,Net Banking,Kiosk,Completed,,3.0,57.6,Cloudy,False,Weekly Pass,True,False,2024,11,Wednesday,-4.0,False,126.0,36-45
TRP000919,CUST00658,Male,34.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,AC Sleeper,2024-02-01,16:10,16:10,16:57,16:57,20.5,225.0,0.0,Debit Card,Mobile App,Completed,,4.0,52.5,Heavy Rain,False,Monthly Pass,True,False,2024,2,Thursday,0.0,False,225.0,26-35
TRP000767,CUST00564,Other,40.0,Hyderabad,RTHY040,Uppal - Gachibowli,Uppal,Gachibowli,Premium AC,2024-02-13,22:25,22:30,22:54,22:59,9.1,155.0,0.0,UPI,Kiosk,Completed,,3.0,66.6,Rain,False,Monthly Pass,True,False,2024,2,Tuesday,5.0,False,155.0,36-45
TRP002489,CUST00389,Female,38.0,Bangalore,RTBA022,HSR Layout - Bannerghatta Road,HSR Layout,Bannerghatta Road,AC Seater,2024-10-29,22:55,22:55,01:07,01:07,40.7,421.0,0.0,Net Banking,Kiosk,Completed,,5.0,53.6,Cloudy,False,Weekly Pass,True,False,2024,10,Tuesday,0.0,False,421.0,36-45
TRP001449,CUST00409,Male,33.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,AC Sleeper,2024-11-01,09:35,10:03,11:07,11:35,41.7,723.0,184.0,UPI,Website,Delayed-Completed,,5.0,33.2,Haze,True,Weekly Pass,True,False,2024,11,Friday,28.0,True,539.0,26-35
TRP001852,CUST00749,Male,36.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,AC Sleeper,2024-08-10,19:15,19:16,20:27,20:28,37.6,624.0,0.0,Wallet,Kiosk,Completed,,5.0,53.8,Clear,False,Single Ride,True,False,2024,8,Saturday,1.0,False,624.0,36-45
TRP001932,CUST00779,Other,24.0,Hyderabad,RTHY033,Miyapur - Kondapur,Miyapur,Kondapur,Premium AC,2024-12-25,07:20,07:58,08:29,09:07,30.4,482.0,112.0,Credit Card,Website,Delayed-Completed,,4.0,83.9,Clear,True,Weekly Pass,True,False,2024,12,Wednesday,38.0,True,370.0,18-25
TRP002079,CUST00816,Male,46.0,Hyderabad,RTHY038,HITEC City - Kondapur,HITEC City,Kondapur,Premium AC,2024-03-14,17:45,17:45,18:28,18:28,14.1,256.0,0.0,UPI,Mobile App,Completed,,4.0,54.3,Haze,False,Single Ride,True,False,2024,3,Thursday,0.0,False,256.0,46-60
TRP001916,CUST00968,Male,39.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,AC Sleeper,2024-09-16,18:20,,19:21,,32.5,,0.0,,Website,Cancelled,Customer Request,,,Clear,True,Monthly Pass,True,False,2024,9,Monday,,False,,36-45
TRP002811,CUST01060,Male,37.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,Premium AC,2024-08-21,18:45,18:45,19:42,19:42,27.7,484.0,137.0,Net Banking,Mobile App,Completed,,5.0,18.2,Cloudy,True,Single Ride,True,False,2024,8,Wednesday,0.0,False,347.0,36-45
TRP001435,CUST01188,Female,26.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,AC Seater,2024-01-13,22:35,22:46,00:24,00:35,41.8,502.0,0.0,Credit Card,Website,Completed,,4.0,38.2,Heavy Rain,False,Monthly Pass,True,False,2024,1,Saturday,11.0,True,502.0,26-35
TRP001331,CUST00210,Male,25.0,Pune,RTPU011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Premium AC,2024-11-07,08:40,08:40,09:58,09:58,39.5,683.0,185.0,Wallet,Corporate Portal,Completed,,3.0,92.6,Haze,True,Weekly Pass,True,False,2024,11,Thursday,0.0,False,498.0,18-25
TRP003135,CUST00480,Female,40.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Premium AC,2024-04-24,10:50,11:01,12:20,12:31,33.5,403.0,111.0,Cash,Website,Completed,,5.0,80.5,Clear,True,Corporate Plan,True,False,2024,4,Wednesday,11.0,True,292.0,36-45
TRP001771,CUST01272,Female,32.0,Mumbai,RTMU010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,AC Seater,2024-03-12,07:20,07:25,08:55,09:00,28.6,393.0,116.0,Cash,Mobile App,Completed,,,57.3,Heavy Rain,True,Weekly Pass,True,False,2024,3,Tuesday,5.0,False,277.0,26-35
